"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Poids_NET_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Teneur_Totale_Nicotine_Tabac_Rouler_Pipe";"Teneur_Nicotine_Base_Tabac_Rouler_Pipe";"Teneur_Nicotine_Sans_Combusion";"Teneur_Nicotine_Base_Sans_Combusion";"pH_Sans_Combusion";"Humidité_Sans_Combustion"
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BLU SUN [BF022C3E7CB2F851]";4/10/2019 16:21:00;"Mazaya";"Blu Sun";"sans filtre";;"200";"Boîte en carton";"-";"6253345313944";12/10/2017 11:34:38;13/10/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BLUE LAGOON [8921F72040DE8BAA]";4/10/2019 16:21:00;"Mazaya";"Blue Lagoon";"sans filtre";;"200";"Boîte en carton";"-";"6253345314392";20/9/2017 00:12:24;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BLUE LAGOON [E97C4258F2955176]";4/10/2019 16:21:00;"Mazaya";"Blue Lagoon";"sans filtre";;"50";"Boîte en carton";"-";"6253345314378";20/9/2017 00:12:24;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZ IT APP [2FB11C071589987A]";4/10/2019 16:21:00;"Mazaya";"BreeZ it app";"sans filtre";;"50";"Boîte en carton";"-";"6253345311827";25/7/2017 21:35:25;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZ IT APP [9A24EE2F26E46E22]";4/10/2019 16:21:00;"Mazaya";"BreeZ it app";"sans filtre";;"200";"Boîte en carton";"-";"6253345312411";25/7/2017 21:35:25;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZ SQUEEZ [2055985B87B6F93F]";4/10/2019 16:21:00;"Mazaya";"BreeZ SqueeZ";"sans filtre";;"200";"Boîte en carton";"-";"6253345312282";25/7/2017 17:04:30;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZ SQUEEZ [6F3DEAA3D28D3A1D]";4/10/2019 16:21:00;"Mazaya";"BreeZ SqueeZ";"sans filtre";;"50";"Boîte en carton";"-";"6253345312121";25/7/2017 17:04:30;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZY BUNCH [6E239BC9E006020F]";13/7/2020 21:54:00;"Mazaya";"BreeZy Bunch";"sans filtre";;"200";"Boîte en carton";"-";"6253345312251";25/7/2017 16:37:02;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZY BUNCH [FA9DDB416C4AD4C3]";13/7/2020 21:54:00;"Mazaya";"BreeZy Bunch";"sans filtre";;"50";"Boîte en carton";"-";"6253345312183";25/7/2017 16:37:02;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZY SLICE [014DC8F3A2E85DC8]";4/10/2019 16:21:00;"Mazaya";"Breezy Slice";"sans filtre";;"50";"Boîte en carton";"-";"6253345312541";25/7/2017 17:29:56;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZY SLICE [2A6A1863E9E78793]";4/10/2019 16:21:00;"Mazaya";"Breezy Slice";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314194";25/7/2017 17:29:56;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BREEZY SLICE [ABFDA84F1C3DADE2]";4/10/2019 16:21:00;"Mazaya";"Breezy Slice";"sans filtre";;"200";"Boîte en carton";"-";"6253345312596";25/7/2017 17:29:56;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BUMPIN [C6CF08A935FFF81A]";13/7/2020 21:54:00;"Mazaya";"Bumpin";"sans filtre";;"200";"Boîte en carton";"-";"6253345320577";5/12/2018 08:10:35;1/12/2018 00:00:00;;;1000.00;133.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA BUMPIN [CF76C4326248EEC4]";13/7/2020 21:54:00;"Mazaya";"Bumpin";"sans filtre";;"50";"Boîte en carton";"-";"6253345321000";5/12/2018 08:10:35;1/12/2018 00:00:00;;;1000.00;133.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA CALI [867AE8A6F35548CD]";4/10/2019 16:21:00;"Mazaya";"Cali";"sans filtre";;"50";"Boîte en carton";"-";"6253345321031";5/12/2018 08:16:42;1/12/2018 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA CANTALOCO [A1758A87DCEE7EF5]";13/7/2020 21:54:00;"Mazaya";"Cantaloco";"sans filtre";;"50";"Boîte en carton";"-";"6253345312084";20/9/2017 00:17:23;22/9/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA CANTALOCO [A4DE80C18F3C6C93]";13/7/2020 21:54:00;"Mazaya";"Cantaloco";"sans filtre";;"200";"Boîte en carton";"-";"6253345312466";20/9/2017 00:17:23;22/9/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA DIAMOND [B0CA87B9ED2B5D17]";13/7/2020 21:54:00;"Mazaya";"Diamond";"sans filtre";;"200";"Boîte en carton";"-";"6253345320560";5/12/2018 08:31:15;1/12/2018 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA DOUBLE IT APP [3425621F601922DF]";20/7/2020 16:22:00;"Mazaya";"Double it app";"sans filtre";;"200";"Boîte en carton";"-";"6253345312404";20/9/2017 00:19:33;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA DOUBLE IT APP [BD1E143901DB7982]";20/7/2020 16:22:00;"Mazaya";"Double it app";"sans filtre";;"50";"Boîte en carton";"-";"6253345311780";20/9/2017 00:19:33;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA DOUBLE IT APP [D54FE5F76EDA32D8]";20/7/2020 16:22:00;"Mazaya";"Double it app";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314163";20/9/2017 00:19:33;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA DUBL-TRUBL [828A21DB8B9426F4]";13/7/2020 21:54:00;"Mazaya";"Dubl-trubl";"sans filtre";;"200";"Boîte en carton";"-";"6253345312435";25/7/2017 21:37:19;25/5/2017 00:00:00;;;1000.00;136.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA DUBL-TRUBL [FF677A9B525ED347]";13/7/2020 21:54:00;"Mazaya";"Dubl-trubl";"sans filtre";;"50";"Boîte en carton";"-";"6253345312046";25/7/2017 21:37:19;25/5/2017 00:00:00;;;1000.00;136.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA ELECTRIC DREAM [D4952419C60DE0E0]";4/10/2019 16:21:00;"Mazaya";"Electric Dream";"sans filtre";;"200";"Boîte en carton";"-";"6253345313517";30/7/2017 20:31:30;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA ELECTRIC DREAM [F7E126C11F3D394B]";4/10/2019 16:21:00;"Mazaya";"Electric Dream";"sans filtre";;"50";"Boîte en carton";"-";"6253345313494";30/7/2017 20:31:30;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA EXOTIC BLUE [34A7D42C89094021]";13/7/2020 21:54:00;"Mazaya";"Exotic Blue";"sans filtre";;"200";"Boîte en carton";"-";"6253345312350";25/7/2017 18:02:23;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA EXOTIC BLUE [3DFE4C79990384AF]";13/7/2020 21:54:00;"Mazaya";"Exotic Blue";"sans filtre";;"50";"Boîte en carton";"-";"6253345311711";25/7/2017 18:02:23;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA EXOTIC BUNCH [5E05807A9BB25134]";13/7/2020 21:54:00;"Mazaya";"Exotic Bunch";"sans filtre";;"50";"Boîte en carton";"-";"6253345313913";30/7/2017 20:44:06;25/5/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA EXOTIC BUNCH [BEFCD5680FBF3E23]";13/7/2020 21:54:00;"Mazaya";"Exotic Bunch";"sans filtre";;"200";"Boîte en carton";"-";"6253345313937";30/7/2017 20:44:06;25/5/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FLOW [CEA2202AC25C446F]";4/10/2019 16:21:00;"Mazaya";"Flow";"sans filtre";;"50";"Boîte en carton";"-";"6253345321017";5/12/2018 08:13:15;1/12/2018 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUN BUNCH [084A6FBF9EC2CF65]";13/7/2020 21:54:00;"Mazaya";"Fun Bunch";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314279";25/7/2017 21:39:40;25/5/2017 00:00:00;;;1000.00;134.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUN BUNCH [7B602AF59B344A82]";13/7/2020 21:54:00;"Mazaya";"Fun Bunch";"sans filtre";;"50";"Boîte en carton";"-";"6253345312169";25/7/2017 21:39:40;25/5/2017 00:00:00;;;1000.00;134.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUN BUNCH [D6C75BD45DBD1843]";13/7/2020 21:54:00;"Mazaya";"Fun Bunch";"sans filtre";;"200";"Boîte en carton";"-";"6253345312374";25/7/2017 21:39:40;25/5/2017 00:00:00;;;1000.00;134.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUZZY BANG [05E525F84BAD037E]";4/10/2019 16:21:00;"Mazaya";"Fuzzy Bang";"sans filtre";;"50";"Boîte en carton";"-";"6253345313609";20/9/2017 00:24:32;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUZZY BANG [A5634AFA5FD6CB0A]";4/10/2019 16:21:00;"Mazaya";"Fuzzy Bang";"sans filtre";;"200";"Boîte en carton";"-";"6253345313586";20/9/2017 00:24:32;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUZZY BREEZ [A725810C1E566828]";4/10/2019 16:21:00;"Mazaya";"Fuzzy BreeZ";"sans filtre";;"200";"Boîte en carton";"-";"6253345313692";20/9/2017 00:30:28;22/9/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUZZY BREEZ [CF9EB32854E53E3D]";4/10/2019 16:21:00;"Mazaya";"Fuzzy BreeZ";"sans filtre";;"50";"Boîte en carton";"-";"6253345313678";20/9/2017 00:30:28;22/9/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUZZY SWIRL [0FE964A711BA4787]";4/10/2019 16:21:00;"Mazaya";"Fuzzy Swirl";"sans filtre";;"200";"Boîte en carton";"-";"6253345313647";20/9/2017 01:02:55;22/9/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA FUZZY SWIRL [9554486CB52CFA51]";4/10/2019 16:21:00;"Mazaya";"Fuzzy Swirl";"sans filtre";;"50";"Boîte en carton";"-";"6253345313661";20/9/2017 01:02:55;22/9/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA KEWL [35008CF5B1B4A294]";4/10/2019 16:21:00;"Mazaya";"Kewl";"sans filtre";;"200";"Boîte en carton";"-";"6253345312398";25/7/2017 21:50:23;25/5/2017 00:00:00;;;1000.00;143.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA KEWL [EE883CF8348A3554]";4/10/2019 16:21:00;"Mazaya";"Kewl";"sans filtre";;"50";"Boîte en carton";"-";"6253345312022";25/7/2017 21:50:23;25/5/2017 00:00:00;;;1000.00;143.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LOLZY [2BA6F04A0202C7DA]";4/10/2019 16:21:00;"Mazaya";"LOLzy";"sans filtre";;"200";"Boîte en carton";"-";"6253345312657";12/10/2017 11:37:22;13/10/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LOLZY [6F99AD367A4A9359]";4/10/2019 16:21:00;"Mazaya";"LOLzy";"sans filtre";;"50";"Boîte en carton";"-";"6253345312640";12/10/2017 11:37:22;13/10/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LUV SWIRL [65D1E507362534A1]";13/7/2020 21:54:00;"Mazaya";"Luv Swirl";"sans filtre";;"50";"Boîte en carton";"-";"6253345312145";25/7/2017 16:21:15;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LUV SWIRL [A7857343E355D323]";13/7/2020 21:54:00;"Mazaya";"Luv Swirl";"sans filtre";;"200";"Boîte en carton";"-";"6253345312428";25/7/2017 16:21:15;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LUV ZEST [51A0AB7F5BEB3DA1]";4/10/2019 16:21:00;"Mazaya";"Luv Zest";"sans filtre";;"200";"Boîte en carton";"-";"6253345313272";25/7/2017 21:56:10;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LUV ZEST [865388A4D6E165EA]";4/10/2019 16:21:00;"Mazaya";"Luv Zest";"sans filtre";;"50";"Boîte en carton";"-";"6253345313258";25/7/2017 21:56:10;25/5/2017 00:00:00;;;1000.00;141.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LUVBITES [94BDEE93E4176166]";20/7/2020 16:22:00;"Mazaya";"LuvBites";"sans filtre";;"50";"Boîte en carton";"-";"6253345311841";20/9/2017 00:41:52;22/9/2017 00:00:00;;;1000.00;136.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA LUVBITES [BDAC18203C173381]";20/7/2020 16:22:00;"Mazaya";"LuvBites";"sans filtre";;"200";"Boîte en carton";"-";"6253345312480";20/9/2017 00:41:52;22/9/2017 00:00:00;;;1000.00;136.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC [1ABB9E2E3054F03F]";4/10/2019 16:21:00;"Mazaya";"Mystic";"sans filtre";;"200";"Boîte en carton";"-";"6253345312312";25/7/2017 17:42:19;25/5/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC [3633E3DCA91041DF]";4/10/2019 16:21:00;"Mazaya";"Mystic";"sans filtre";;"50";"Boîte en carton";"-";"6253345311902";25/7/2017 17:42:19;25/5/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC [57F443753A943152]";4/10/2019 16:21:00;"Mazaya";"Mystic";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314354";25/7/2017 17:42:19;25/5/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC BREEZ [01626EC05C298278]";4/10/2019 16:21:00;"Mazaya";"Mystic BreeZ";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314262";20/9/2017 00:44:38;22/9/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC BREEZ [93574CB9FAF1D4E8]";4/10/2019 16:21:00;"Mazaya";"Mystic BreeZ";"sans filtre";;"200";"Boîte en carton";"-";"6253345312336";20/9/2017 00:44:38;22/9/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC BREEZ [99BBF873E046527F]";4/10/2019 16:21:00;"Mazaya";"Mystic BreeZ";"sans filtre";;"50";"Boîte en carton";"-";"6253345311926";20/9/2017 00:44:38;22/9/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC PEAK [49E47ADBCCD96ACA]";4/10/2019 16:21:00;"Mazaya";"Mystic Peak";"sans filtre";;"200";"Boîte en carton";"-";"6253345312343";25/7/2017 17:56:32;25/5/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC PEAK [CF9606619509D5CE]";4/10/2019 16:21:00;"Mazaya";"Mystic Peak";"sans filtre";;"50";"Boîte en carton";"-";"6253345312008";25/7/2017 17:56:32;25/5/2017 00:00:00;;;1000.00;145.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC RED [787A74A44F0008C5]";4/10/2019 16:21:00;"Mazaya";"Mystic Red";"sans filtre";;"200";"Boîte en carton";"-";"6253345312329";20/9/2017 01:04:47;22/9/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC RED [BFDFAAF6EE4B1D0C]";4/10/2019 16:21:00;"Mazaya";"Mystic Red";"sans filtre";;"50";"Boîte en carton";"-";"6253345311889";20/9/2017 01:04:47;22/9/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC SLICE [6A8E6107E7E86B9F]";4/10/2019 16:21:00;"Mazaya";"Mystic Slice";"sans filtre";;"50";"Boîte en carton";"-";"6253345313852";12/10/2017 11:48:15;13/10/2017 00:00:00;;;1000.00;139.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA MYSTIC SLICE [A1A3E3B62B0A96F3]";4/10/2019 16:21:00;"Mazaya";"Mystic Slice";"sans filtre";;"200";"Boîte en carton";"-";"6253345313876";12/10/2017 11:48:15;13/10/2017 00:00:00;;;1000.00;139.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA PUNCH BUNCH [5F1A5F0A6F0A5DF0]";8/7/2020 15:07:00;"Mazaya";"Punch Bunch";"sans filtre";;"50";"Boîte en carton";"-";"6253345311698";25/7/2017 16:11:06;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA PUNCH BUNCH [777FBFF086856CB3]";8/7/2020 15:07:00;"Mazaya";"Punch Bunch";"sans filtre";;"200";"Boîte en carton";"-";"6253345312381";25/7/2017 16:11:06;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA PUNCH BUNCH [D6E5FDE15EE60D35]";8/7/2020 15:07:00;"Mazaya";"Punch Bunch";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314224";25/7/2017 16:11:06;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA PURE BREEZ [0B943B166EA41B2A]";13/7/2020 21:54:00;"Mazaya";"Pure BreeZ";"sans filtre";;"50";"Boîte en carton";"-";"6253345312107";25/7/2017 16:58:59;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA PURE BREEZ [5C0EA21006546B78]";13/7/2020 21:54:00;"Mazaya";"Pure BreeZ";"sans filtre";;"200";"Boîte en carton";"-";"6253345312275";25/7/2017 16:58:59;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA PURE BREEZ [A12C0ADD78341E95]";13/7/2020 21:54:00;"Mazaya";"Pure BreeZ";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314217";25/7/2017 16:58:59;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA RAINBLOW [7B9790CC5462CEE1]";4/10/2019 17:43:00;"Mazaya";"Rainblow";"sans filtre";;"200";"Boîte en carton";"-";"6253345313579";12/10/2017 11:50:29;13/10/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA RAINBLOW [8F4A4585C9F8772B]";4/10/2019 17:43:00;"Mazaya";"Rainblow";"sans filtre";;"50";"Boîte en carton";"-";"6253345313555";12/10/2017 11:50:29;13/10/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA RIZZLE [6428DFA73AA0A89D]";13/7/2020 21:54:00;"Mazaya";"Rizzle";"sans filtre";;"200";"Boîte en carton";"-";"6253345320553";5/12/2018 08:35:23;1/12/2018 00:00:00;;;1000.00;134.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA RUBY RUSH [358C06CB31ECBC1A]";13/7/2020 21:54:00;"Mazaya";"Ruby Rush";"sans filtre";;"50";"Boîte en carton";"-";"6253345313845";12/10/2017 11:52:10;13/10/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA RUBY RUSH [FA43A21E6BE79D81]";13/7/2020 21:54:00;"Mazaya";"Ruby Rush";"sans filtre";;"200";"Boîte en carton";"-";"6253345313821";12/10/2017 11:52:10;13/10/2017 00:00:00;;;1000.00;135.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SALSALICIOUS [4E5DB992C26C0AE3]";4/10/2019 16:21:00;"Mazaya";"Salsalicious";"sans filtre";;"50";"Boîte en carton";"-";"6253345312619";20/9/2017 01:13:27;22/9/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SALSALICIOUS [F5213D627ABE438D]";4/10/2019 16:21:00;"Mazaya";"Salsalicious";"sans filtre";;"200";"Boîte en carton";"-";"6253345312602";20/9/2017 01:13:27;22/9/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SANTA BARBARA [3F00DAB7B0CA004D]";4/10/2019 16:21:00;"Mazaya";"Santa Barbara";"sans filtre";;"50";"Boîte en carton";"-";"6253345321062";5/12/2018 08:19:23;1/12/2018 00:00:00;;;1000.00;133.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SECRET GARDEN [095E3FF8E124EF27]";4/10/2019 16:21:00;"Mazaya";"Secret Garden";"sans filtre";;"50";"Boîte en carton";"-";"6253345311865";25/7/2017 21:57:37;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SECRET GARDEN [D19F5B221C38D4F9]";4/10/2019 16:21:00;"Mazaya";"Secret Garden";"sans filtre";;"200";"Boîte en carton";"-";"6253345312442";25/7/2017 21:57:37;25/5/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SPRING FLING [5B3F841037DDFA4F]";13/7/2020 22:43:00;"Mazaya";"Spring Fling";"sans filtre";;"200";"Boîte en carton";"-";"6253345312473";25/7/2017 16:26:44;25/5/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SPRING FLING [9362F113053E3ABC]";13/7/2020 22:43:00;"Mazaya";"Spring Fling";"sans filtre";;"50";"Boîte en carton";"-";"6253345311674";25/7/2017 16:26:44;25/5/2017 00:00:00;;;1000.00;142.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SQUEEZ [DB49B5192E402996]";4/10/2019 16:21:00;"Mazaya";"SqueeZ";"sans filtre";;"200";"Boîte en carton";"-";"6253345312749";20/9/2017 00:54:39;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SQUEEZ [F27211B77BCD719E]";4/10/2019 16:21:00;"Mazaya";"SqueeZ";"sans filtre";;"50";"Boîte en carton";"-";"6253345312763";20/9/2017 00:54:39;22/9/2017 00:00:00;;;1000.00;140.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SUMMER SLICE [60DA79BFCACBCD56]";20/7/2020 16:22:00;"Mazaya";"Summer Slice";"sans filtre";;"200";"Boîte en carton";"-";"6253345312497";25/7/2017 21:58:51;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SUMMER SLICE [C63228150B7A4AD3]";20/7/2020 16:22:00;"Mazaya";"Summer Slice";"sans filtre";;"1000";"Boîte en carton";"-";"6253345314415";25/7/2017 21:58:51;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SUMMER SLICE [FE3D24D5077B525B]";20/7/2020 16:22:00;"Mazaya";"Summer Slice";"sans filtre";;"50";"Boîte en carton";"-";"6253345312220";25/7/2017 21:58:51;25/5/2017 00:00:00;;;1000.00;137.00;;;;;;;
"FR";"Produit du tabac";"Tabac à pipe à eau";"MAZAYA SUN PEAK [16CA2C990C20380A]";4/10/2019 16:21:00;"Mazaya";"Sun Peak";"sans filtre";;"50";"Boîte en carton";"-";"6253345312060";25/7/2017 17:36:31;25/5/2017 00:00:00;;;1000.00;145.00;;;;;;;
